log_id,drone_id,delivery_id,timestamp,battery_level,gps_signal,weather_condition,status
LOG000297,D100,DEL00050,2026-03-29 02:53:49,85.77,0.757,windy,ACTIVE
LOG000298,D100,DEL00050,2026-03-29 02:55:06,85.1,0.699,heavy_rain,ACTIVE
LOG000299,D100,DEL00050,2026-03-29 02:56:24,84.43,0.946,heavy_rain,ACTIVE
LOG000300,D100,DEL00050,2026-03-29 02:57:41,83.76,0.897,clear,COMPLETED
LOG000301,D001,DEL00051,2026-01-25 07:17:02,94.39,0.785,clear,ACTIVE
LOG000302,D001,DEL00051,2026-01-25 07:24:39,90.96,0.836,clear,ACTIVE
LOG000303,D001,DEL00051,2026-01-25 07:32:16,87.54,0.621,clear,ACTIVE
LOG000304,D001,DEL00051,2026-01-25 07:39:54,84.11,0.958,clear,ACTIVE
LOG000305,D001,DEL00051,2026-01-25 07:47:31,80.68,0.633,clear,ACTIVE
LOG000306,D001,DEL00051,2026-01-25 07:55:09,77.26,0.827,heavy_rain,COMPLETED
LOG000307,D003,DEL00052,2025-10-22 17:20:28,97.05,0.556,clear,ACTIVE
LOG000308,D003,DEL00052,2025-10-22 17:25:46,93.44,0.951,windy,ACTIVE
LOG000309,D003,DEL00052,2025-10-22 17:31:04,89.83,0.793,clear,ACTIVE
LOG000310,D003,DEL00052,2025-10-22 17:36:22,86.23,0.757,clear,ACTIVE
LOG000311,D003,DEL00052,2025-10-22 17:41:40,82.62,0.628,clear,ACTIVE
LOG000312,D003,DEL00052,2025-10-22 17:46:58,79.01,0.614,clear,COMPLETED
LOG000313,D040,DEL00053,2025-11-16 11:55:43,90.85,0.696,windy,ACTIVE
LOG000314,D040,DEL00053,2025-11-16 12:05:49,87.16,0.935,windy,ACTIVE
LOG000315,D040,DEL00053,2025-11-16 12:15:55,83.48,0.862,windy,ACTIVE
LOG000316,D040,DEL00053,2025-11-16 12:26:02,79.79,0.687,windy,ACTIVE
LOG000317,D040,DEL00053,2025-11-16 12:36:08,76.1,0.905,windy,ACTIVE
LOG000318,D040,DEL00053,2025-11-16 12:46:15,72.41,0.802,windy,COMPLETED
LOG000319,D073,DEL00054,2025-10-16 07:02:04,76.05,0.676,heavy_rain,ACTIVE
LOG000320,D073,DEL00054,2025-10-16 07:08:56,,0.889,heavy_rain,ACTIVE
LOG000321,D073,DEL00054,2025-10-16 07:15:48,68.05,0.687,heavy_rain,ACTIVE
LOG000322,D073,DEL00054,2025-10-16 07:22:41,64.05,0.867,,ACTIVE
LOG000323,D073,DEL00054,2025-10-16 07:29:33,60.04,0.761,heavy_rain,ACTIVE
LOG000324,D073,DEL00054,2025-10-16 07:36:26,56.04,0.884,heavy_rain,COMPLETED
LOG000325,D063,DEL00055,2026-03-08 10:56:38,89.57,0.785,heavy_rain,ACTIVE
LOG000326,D063,DEL00055,2026-03-08 11:05:59,82.52,0.602,heavy_rain,ACTIVE
LOG000327,D063,DEL00055,2026-03-08 11:15:21,75.48,0.807,heavy_rain,ACTIVE
LOG000328,D063,DEL00055,2026-03-08 11:24:42,68.43,0.898,heavy_rain,ACTIVE
LOG000329,D063,DEL00055,2026-03-08 11:34:04,13.21,0.816,heavy_rain,ACTIVE
LOG000330,D063,DEL00055,2026-03-08 11:43:25,10.0,0.769,heavy_rain,FAILED
LOG000331,D069,DEL00056,2026-02-26 17:02:49,76.14,0.987,cloudy,ACTIVE
LOG000332,D069,DEL00056,2026-02-26 17:04:35,74.52,0.825,,ACTIVE
LOG000333,D069,DEL00056,2026-02-26 17:06:21,72.9,0.553,cloudy,ACTIVE
LOG000334,D069,DEL00056,2026-02-26 17:08:08,71.28,0.911,cloudy,ACTIVE
LOG000335,D069,DEL00056,2026-02-26 17:09:54,10.16,0.589,cloudy,ACTIVE
LOG000336,D069,DEL00056,2026-02-26 17:11:41,16.36,0.772,cloudy,FAILED
LOG000337,D085,DEL00057,2026-01-01 06:58:35,90.2,,heavy_rain,ACTIVE
LOG000338,D085,DEL00057,2026-01-01 07:03:50,88.01,0.573,heavy_rain,ACTIVE
LOG000339,D085,DEL00057,2026-01-01 07:09:06,85.83,0.602,heavy_rain,ACTIVE
LOG000340,D085,DEL00057,2026-01-01 07:14:22,83.65,0.739,heavy_rain,ACTIVE
LOG000341,D085,DEL00057,2026-01-01 07:19:37,81.46,0.974,heavy_rain,ACTIVE
LOG000342,D085,DEL00057,2026-01-01 07:24:53,79.28,0.555,heavy_rain,COMPLETED
LOG000343,D034,DEL00058,2026-01-11 11:08:17,78.55,0.683,cloudy,ACTIVE
LOG000344,D034,DEL00058,2026-01-11 11:17:40,75.9,0.605,cloudy,ACTIVE
LOG000345,D034,DEL00058,2026-01-11 11:27:03,73.25,0.931,cloudy,ACTIVE
LOG000346,D034,DEL00058,2026-01-11 11:36:26,70.6,0.688,cloudy,ACTIVE
LOG000347,D034,DEL00058,2026-01-11 11:45:49,67.95,0.936,cloudy,ACTIVE
LOG000348,D034,DEL00058,2026-01-11 11:55:12,65.3,0.717,cloudy,COMPLETED
LOG000349,D028,DEL00059,2026-03-30 09:03:02,75.64,0.724,heavy_rain,ACTIVE
LOG000350,D028,DEL00059,2026-03-30 09:04:30,74.01,0.931,heavy_rain,ACTIVE
LOG000351,D028,DEL00059,2026-03-30 09:05:59,72.38,0.597,heavy_rain,ACTIVE
LOG000352,D028,DEL00059,2026-03-30 09:07:27,70.75,0.789,heavy_rain,ACTIVE
LOG000353,D028,DEL00059,2026-03-30 09:08:56,69.12,0.736,storm,ACTIVE
LOG000354,D028,DEL00059,2026-03-30 09:10:24,67.5,0.955,storm,FAILED
LOG000355,D094,DEL00060,2026-02-11 23:00:58,99.27,0.765,storm,ACTIVE
LOG000356,D094,DEL00060,2026-02-11 23:08:03,88.2,0.927,storm,ACTIVE
LOG000357,D094,DEL00060,2026-02-11 23:15:09,77.13,0.778,storm,ACTIVE
LOG000358,D094,DEL00060,2026-02-11 23:22:14,66.07,0.624,storm,ACTIVE
LOG000359,D094,DEL00060,2026-02-11 23:29:20,55.0,0.23,storm,ACTIVE
LOG000360,D094,DEL00060,2026-02-11 23:36:25,43.93,0.218,storm,FAILED
LOG000361,D040,DEL00061,2025-12-17 11:26:19,75.95,0.576,windy,ACTIVE
LOG000362,D040,DEL00061,2025-12-17 11:28:44,74.33,0.986,windy,ACTIVE
LOG000363,D040,DEL00061,2025-12-17 11:31:10,72.72,0.771,windy,ACTIVE
LOG000364,D040,DEL00061,2025-12-17 11:33:36,71.11,0.749,windy,ACTIVE
LOG000365,D040,DEL00061,2025-12-17 11:36:02,69.49,0.953,windy,ACTIVE
LOG000366,D040,DEL00061,2025-12-17 11:38:28,67.88,0.913,,COMPLETED
LOG000367,D067,DEL00062,2025-12-27 16:04:40,75.77,0.88,clear,ACTIVE
LOG000368,D067,DEL00062,2025-12-27 16:13:07,70.79,0.942,clear,ACTIVE
LOG000369,D067,DEL00062,2025-12-27 16:21:34,65.81,0.7,clear,ACTIVE
LOG000370,D067,DEL00062,2025-12-27 16:30:01,60.84,,clear,ACTIVE
LOG000371,D067,DEL00062,2025-12-27 16:38:28,55.86,,clear,ACTIVE
LOG000372,D067,DEL00062,2025-12-27 16:46:55,50.88,0.92,clear,COMPLETED
LOG000373,D029,DEL00063,2025-10-13 10:22:56,82.65,,cloudy,ACTIVE
LOG000374,D029,DEL00063,2025-10-13 10:25:27,81.08,0.941,cloudy,ACTIVE
LOG000375,D029,DEL00063,2025-10-13 10:27:59,79.51,0.765,cloudy,ACTIVE
LOG000376,D029,DEL00063,2025-10-13 10:30:31,77.94,0.939,cloudy,ACTIVE
LOG000377,D029,DEL00063,2025-10-13 10:33:03,76.37,0.56,cloudy,ACTIVE
LOG000378,D029,DEL00063,2025-10-13 10:35:35,74.8,0.565,cloudy,COMPLETED
LOG000379,D076,DEL00064,2026-01-16 13:27:41,90.93,0.656,cloudy,ACTIVE
LOG000380,D076,DEL00064,2026-01-16 13:35:08,86.02,0.604,cloudy,ACTIVE
LOG000381,D076,DEL00064,2026-01-16 13:42:36,81.12,0.947,cloudy,ACTIVE
LOG000382,D076,DEL00064,2026-01-16 13:50:03,76.22,0.596,cloudy,ACTIVE
LOG000383,D076,DEL00064,2026-01-16 13:57:31,71.31,0.953,cloudy,ACTIVE
LOG000384,D076,DEL00064,2026-01-16 14:04:58,66.41,0.587,cloudy,COMPLETED
LOG000385,D029,DEL00065,2025-10-02 09:30:42,84.43,0.602,windy,ACTIVE
LOG000386,D029,DEL00065,2025-10-02 09:35:54,80.99,0.93,windy,ACTIVE
LOG000387,D029,DEL00065,2025-10-02 09:41:06,77.55,0.632,windy,ACTIVE
LOG000388,D029,DEL00065,2025-10-02 09:46:18,74.11,0.671,windy,ACTIVE
LOG000389,D029,DEL00065,2025-10-02 09:51:31,70.67,0.774,windy,ACTIVE
LOG000390,D029,DEL00065,2025-10-02 09:56:43,,0.835,windy,COMPLETED
LOG000391,D081,DEL00066,2025-10-12 10:22:17,93.26,0.889,windy,ACTIVE
LOG000392,D081,DEL00066,2025-10-12 10:29:37,89.23,0.607,windy,ACTIVE
LOG000393,D081,DEL00066,2025-10-12 10:36:58,85.2,0.761,windy,ACTIVE
LOG000394,D081,DEL00066,2025-10-12 10:44:19,81.18,0.92,windy,ACTIVE
LOG000395,D081,DEL00066,2025-10-12 10:51:40,77.15,0.659,windy,ACTIVE
LOG000396,D081,DEL00066,2025-10-12 10:59:01,73.12,0.564,windy,COMPLETED
LOG000397,D005,DEL00067,2026-03-16 22:11:28,81.68,0.936,clear,ACTIVE
LOG000398,D005,DEL00067,2026-03-16 22:15:20,78.44,0.715,clear,ACTIVE
LOG000399,D005,DEL00067,2026-03-16 22:19:12,75.19,0.883,clear,ACTIVE
LOG000400,D005,DEL00067,2026-03-16 22:23:04,71.94,0.848,clear,ACTIVE
LOG000401,D005,DEL00067,2026-03-16 22:26:56,15.79,0.823,clear,ACTIVE
LOG000402,D005,DEL00067,2026-03-16 22:30:48,14.23,0.972,clear,FAILED
LOG000403,D066,DEL00068,2025-11-16 05:10:55,91.11,0.642,windy,ACTIVE
LOG000404,D066,DEL00068,2025-11-16 05:15:17,87.83,0.931,windy,ACTIVE
LOG000405,D066,DEL00068,2025-11-16 05:19:40,84.54,0.958,windy,ACTIVE
LOG000406,D066,DEL00068,2025-11-16 05:24:03,81.25,0.702,windy,ACTIVE
LOG000407,D066,DEL00068,2025-11-16 05:28:26,77.96,0.861,windy,ACTIVE
LOG000408,D066,DEL00068,2025-11-16 05:32:48,74.67,0.737,windy,COMPLETED
LOG000409,D063,DEL00069,2025-11-11 14:24:57,79.51,0.939,cloudy,ACTIVE
LOG000410,D063,DEL00069,2025-11-11 14:35:24,73.83,0.612,cloudy,ACTIVE
LOG000411,D063,DEL00069,2025-11-11 14:45:51,68.16,0.599,cloudy,ACTIVE
LOG000412,D063,DEL00069,2025-11-11 14:56:19,62.49,0.785,cloudy,ACTIVE
LOG000413,D063,DEL00069,2025-11-11 15:06:46,56.81,0.646,clear,ACTIVE
LOG000414,D063,DEL00069,2025-11-11 15:17:14,51.14,0.864,cloudy,COMPLETED
LOG000415,D093,DEL00070,2026-03-21 08:12:11,94.53,0.935,windy,ACTIVE
LOG000416,D093,DEL00070,2026-03-21 08:24:07,84.4,0.72,windy,ACTIVE
LOG000417,D093,DEL00070,2026-03-21 08:36:03,74.26,0.63,windy,ACTIVE
LOG000418,D093,DEL00070,2026-03-21 08:47:59,,0.731,windy,ACTIVE
LOG000419,D093,DEL00070,2026-03-21 08:59:55,53.98,0.996,windy,ACTIVE
LOG000420,D093,DEL00070,2026-03-21 09:11:51,43.85,0.836,clear,COMPLETED
LOG000421,D061,DEL00071,2025-11-17 04:26:57,,0.988,heavy_rain,ACTIVE
LOG000422,D061,DEL00071,2025-11-17 04:32:10,91.51,0.653,heavy_rain,ACTIVE
LOG000423,D061,DEL00071,2025-11-17 04:37:23,86.84,0.744,heavy_rain,ACTIVE
LOG000424,D061,DEL00071,2025-11-17 04:42:36,82.17,0.928,heavy_rain,ACTIVE
LOG000425,D061,DEL00071,2025-11-17 04:47:49,77.5,0.73,heavy_rain,ACTIVE
LOG000426,D061,DEL00071,2025-11-17 04:53:03,72.83,0.642,heavy_rain,COMPLETED
LOG000427,D053,DEL00072,2025-11-06 23:22:28,77.38,0.877,clear,ACTIVE
LOG000428,D053,DEL00072,2025-11-06 23:28:59,73.87,0.782,clear,ACTIVE
LOG000429,D053,DEL00072,2025-11-06 23:35:31,70.37,0.726,clear,ACTIVE
LOG000430,D053,DEL00072,2025-11-06 23:42:03,66.87,0.713,,ACTIVE
LOG000431,D053,DEL00072,2025-11-06 23:48:35,63.37,0.747,clear,ACTIVE
LOG000432,D053,DEL00072,2025-11-06 23:55:06,59.87,0.879,clear,COMPLETED
LOG000433,D085,DEL00073,2025-12-23 16:50:38,83.42,0.649,cloudy,ACTIVE
LOG000434,D085,DEL00073,2025-12-23 16:57:55,76.97,0.721,cloudy,ACTIVE
LOG000435,D085,DEL00073,2025-12-23 17:05:13,70.52,0.783,cloudy,ACTIVE
LOG000436,D085,DEL00073,2025-12-23 17:12:31,64.06,0.977,cloudy,ACTIVE
LOG000437,D085,DEL00073,2025-12-23 17:19:49,57.61,0.869,cloudy,ACTIVE
LOG000438,D085,DEL00073,2025-12-23 17:27:06,51.16,0.631,heavy_rain,COMPLETED
LOG000439,D053,DEL00074,2025-12-30 16:29:33,78.93,0.852,heavy_rain,ACTIVE
LOG000440,D053,DEL00074,2025-12-30 16:31:53,77.53,0.767,,ACTIVE
LOG000441,D053,DEL00074,2025-12-30 16:34:13,76.13,0.902,heavy_rain,ACTIVE
LOG000442,D053,DEL00074,2025-12-30 16:36:34,74.73,0.594,heavy_rain,ACTIVE
LOG000443,D053,DEL00074,2025-12-30 16:38:54,12.03,0.743,heavy_rain,ACTIVE
LOG000444,D053,DEL00074,2025-12-30 16:41:14,14.29,0.979,heavy_rain,FAILED
LOG000445,D084,DEL00075,2026-02-03 11:24:57,82.82,0.992,heavy_rain,ACTIVE
LOG000446,D084,DEL00075,2026-02-03 11:32:37,78.43,0.634,cloudy,ACTIVE
LOG000447,D084,DEL00075,2026-02-03 11:40:17,74.04,0.744,heavy_rain,ACTIVE
LOG000448,D084,DEL00075,2026-02-03 11:47:57,69.65,0.588,heavy_rain,ACTIVE
LOG000449,D084,DEL00075,2026-02-03 11:55:38,65.26,0.722,heavy_rain,ACTIVE
LOG000450,D084,DEL00075,2026-02-03 12:03:18,60.87,0.901,heavy_rain,COMPLETED
LOG000451,D052,DEL00076,2026-02-19 09:43:16,88.69,0.635,windy,ACTIVE
LOG000452,D052,DEL00076,2026-02-19 09:47:14,84.07,0.583,windy,ACTIVE
LOG000453,D052,DEL00076,2026-02-19 09:51:12,79.45,0.797,windy,ACTIVE
LOG000454,D052,DEL00076,2026-02-19 09:55:10,74.83,0.966,cloudy,ACTIVE
LOG000455,D052,DEL00076,2026-02-19 09:59:08,70.21,0.198,windy,ACTIVE
LOG000456,D052,DEL00076,2026-02-19 10:03:06,65.59,,windy,FAILED
LOG000457,D014,DEL00077,2025-11-18 06:49:21,75.17,0.718,cloudy,ACTIVE
LOG000458,D014,DEL00077,2025-11-18 06:51:42,73.71,0.971,cloudy,ACTIVE
LOG000459,D014,DEL00077,2025-11-18 06:54:04,72.25,0.828,cloudy,ACTIVE
LOG000460,D014,DEL00077,2025-11-18 06:56:26,70.79,0.884,cloudy,ACTIVE
LOG000461,D014,DEL00077,2025-11-18 06:58:48,69.33,0.938,cloudy,ACTIVE
LOG000462,D014,DEL00077,2025-11-18 07:01:10,67.87,0.653,cloudy,COMPLETED
LOG000463,D069,DEL00078,2025-12-27 02:41:26,75.4,0.71,storm,ACTIVE
LOG000464,D069,DEL00078,2025-12-27 02:42:47,73.51,0.818,storm,ACTIVE
LOG000465,D069,DEL00078,2025-12-27 02:44:09,71.63,0.772,storm,ACTIVE
LOG000466,D069,DEL00078,2025-12-27 02:45:30,69.74,0.664,storm,ACTIVE
LOG000467,D069,DEL00078,2025-12-27 02:46:52,67.86,0.643,storm,ACTIVE
LOG000468,D069,DEL00078,2025-12-27 02:48:13,65.98,0.937,heavy_rain,FAILED
LOG000469,D024,DEL00079,2025-11-24 02:06:52,85.48,0.819,windy,ACTIVE
LOG000470,D024,DEL00079,2025-11-24 02:14:15,81.37,0.761,,ACTIVE
LOG000471,D024,DEL00079,2025-11-24 02:21:38,77.25,0.734,windy,ACTIVE
LOG000472,D024,DEL00079,2025-11-24 02:29:01,73.14,0.974,windy,ACTIVE
LOG000473,D024,DEL00079,2025-11-24 02:36:24,69.02,0.913,heavy_rain,ACTIVE
LOG000474,D024,DEL00079,2025-11-24 02:43:47,64.91,0.884,heavy_rain,COMPLETED
LOG000475,D010,DEL00080,2025-12-26 01:08:20,82.97,0.923,clear,ACTIVE
LOG000476,D010,DEL00080,2025-12-26 01:15:55,77.29,0.948,,ACTIVE
LOG000477,D010,DEL00080,2025-12-26 01:23:30,71.61,0.683,clear,ACTIVE
LOG000478,D010,DEL00080,2025-12-26 01:31:06,65.93,0.77,clear,ACTIVE
LOG000479,D010,DEL00080,2025-12-26 01:38:41,60.25,0.905,clear,ACTIVE
LOG000480,D010,DEL00080,2025-12-26 01:46:17,54.57,0.88,clear,COMPLETED
LOG000481,D007,DEL00081,2026-02-04 15:12:55,81.69,0.807,windy,ACTIVE
LOG000482,D007,DEL00081,2026-02-04 15:16:25,80.33,0.942,windy,ACTIVE
LOG000483,D007,DEL00081,2026-02-04 15:19:55,78.96,0.697,windy,ACTIVE
LOG000484,D007,DEL00081,2026-02-04 15:23:25,77.6,0.863,windy,ACTIVE
LOG000485,D007,DEL00081,2026-02-04 15:26:55,76.23,0.781,windy,ACTIVE
LOG000486,D007,DEL00081,2026-02-04 15:30:25,74.87,0.978,windy,COMPLETED
LOG000487,D002,DEL00082,2025-10-19 02:38:09,93.28,0.759,windy,ACTIVE
LOG000488,D002,DEL00082,2025-10-19 02:42:32,90.02,0.678,windy,ACTIVE
LOG000489,D002,DEL00082,2025-10-19 02:46:55,86.76,,cloudy,ACTIVE
LOG000490,D002,DEL00082,2025-10-19 02:51:18,83.5,0.644,cloudy,ACTIVE
LOG000491,D002,DEL00082,2025-10-19 02:55:42,80.24,0.796,windy,ACTIVE
LOG000492,D002,DEL00082,2025-10-19 03:00:05,76.98,0.654,windy,COMPLETED
LOG000493,D053,DEL00083,2026-01-03 07:15:06,76.13,0.721,storm,ACTIVE
LOG000494,D053,DEL00083,2026-01-03 07:20:43,73.14,0.834,clear,ACTIVE
LOG000495,D053,DEL00083,2026-01-03 07:26:21,70.16,0.797,storm,ACTIVE
LOG000496,D053,DEL00083,2026-01-03 07:31:59,67.17,0.557,storm,ACTIVE
LOG000497,D053,DEL00083,2026-01-03 07:37:37,64.18,0.706,storm,ACTIVE
LOG000498,D053,DEL00083,2026-01-03 07:43:15,61.19,0.745,storm,COMPLETED
LOG000499,D052,DEL00084,2026-03-25 05:41:18,79.63,0.941,heavy_rain,ACTIVE
LOG000500,D052,DEL00084,2026-03-25 05:44:18,78.04,0.813,heavy_rain,ACTIVE
LOG000501,D052,DEL00084,2026-03-25 05:47:18,76.44,0.744,heavy_rain,ACTIVE
LOG000502,D052,DEL00084,2026-03-25 05:50:18,74.84,0.651,heavy_rain,ACTIVE
LOG000503,D052,DEL00084,2026-03-25 05:53:18,73.25,0.845,heavy_rain,ACTIVE
LOG000504,D052,DEL00084,2026-03-25 05:56:18,71.65,0.758,heavy_rain,COMPLETED
LOG000505,D049,DEL00085,2025-10-01 10:02:41,97.21,0.936,cloudy,ACTIVE
LOG000506,D049,DEL00085,2025-10-01 10:05:44,95.65,0.781,cloudy,ACTIVE
LOG000507,D049,DEL00085,2025-10-01 10:08:47,94.08,0.887,cloudy,ACTIVE
LOG000508,D049,DEL00085,2025-10-01 10:11:51,92.52,0.956,,ACTIVE
LOG000509,D049,DEL00085,2025-10-01 10:14:54,90.96,0.76,cloudy,ACTIVE
LOG000510,D049,DEL00085,2025-10-01 10:17:57,89.39,,cloudy,COMPLETED
LOG000511,D059,DEL00086,2025-11-25 09:21:27,78.32,0.972,clear,ACTIVE
LOG000512,D059,DEL00086,2025-11-25 09:24:19,76.84,0.581,clear,ACTIVE
LOG000513,D059,DEL00086,2025-11-25 09:27:11,75.37,0.81,clear,ACTIVE
LOG000514,D059,DEL00086,2025-11-25 09:30:03,73.9,0.828,clear,ACTIVE
LOG000515,D059,DEL00086,2025-11-25 09:32:55,72.43,0.937,clear,ACTIVE
LOG000516,D059,DEL00086,2025-11-25 09:35:48,70.96,0.925,clear,FAILED
LOG000517,D094,DEL00087,2026-03-02 02:43:45,88.87,0.736,windy,ACTIVE
LOG000518,D094,DEL00087,2026-03-02 03:02:53,81.72,0.754,windy,ACTIVE
LOG000519,D094,DEL00087,2026-03-02 03:22:02,74.58,0.627,windy,ACTIVE
LOG000520,D094,DEL00087,2026-03-02 03:41:11,67.44,0.838,windy,ACTIVE
LOG000521,D094,DEL00087,2026-03-02 04:00:20,60.29,0.839,windy,ACTIVE
LOG000522,D094,DEL00087,2026-03-02 04:19:29,53.15,0.58,windy,COMPLETED
LOG000523,D092,DEL00088,2026-01-03 12:03:11,84.39,0.606,heavy_rain,ACTIVE
LOG000524,D092,DEL00088,2026-01-03 12:08:37,80.98,0.821,heavy_rain,ACTIVE
LOG000525,D092,DEL00088,2026-01-03 12:14:04,77.57,0.706,heavy_rain,ACTIVE
LOG000526,D092,DEL00088,2026-01-03 12:19:31,74.16,0.688,heavy_rain,ACTIVE
LOG000527,D092,DEL00088,2026-01-03 12:24:57,70.74,0.764,storm,ACTIVE
LOG000528,D092,DEL00088,2026-01-03 12:30:24,67.33,,heavy_rain,COMPLETED
LOG000529,D038,DEL00089,2025-11-12 06:33:34,84.14,0.989,clear,ACTIVE
LOG000530,D038,DEL00089,2025-11-12 06:35:47,82.87,0.584,clear,ACTIVE
LOG000531,D038,DEL00089,2025-11-12 06:38:01,81.6,0.868,clear,ACTIVE
LOG000532,D038,DEL00089,2025-11-12 06:40:15,,0.687,clear,ACTIVE
LOG000533,D038,DEL00089,2025-11-12 06:42:28,79.05,0.749,clear,ACTIVE
LOG000534,D038,DEL00089,2025-11-12 06:44:42,77.78,0.714,clear,COMPLETED
LOG000535,D095,DEL00090,2026-01-14 06:48:46,98.51,0.762,cloudy,ACTIVE
LOG000536,D095,DEL00090,2026-01-14 06:53:08,96.37,0.846,cloudy,ACTIVE
LOG000537,D095,DEL00090,2026-01-14 06:57:30,94.23,0.737,cloudy,ACTIVE
LOG000538,D095,DEL00090,2026-01-14 07:01:53,92.08,0.78,cloudy,ACTIVE
LOG000539,D095,DEL00090,2026-01-14 07:06:15,17.61,0.97,cloudy,ACTIVE
LOG000540,D095,DEL00090,2026-01-14 07:10:38,7.15,0.934,cloudy,FAILED
LOG000541,D041,DEL00091,2025-10-12 02:24:34,98.47,0.878,clear,ACTIVE
LOG000542,D041,DEL00091,2025-10-12 02:28:38,95.81,0.561,clear,ACTIVE
LOG000543,D041,DEL00091,2025-10-12 02:32:42,93.14,0.888,clear,ACTIVE
LOG000544,D041,DEL00091,2025-10-12 02:36:46,90.47,0.654,clear,ACTIVE
LOG000545,D041,DEL00091,2025-10-12 02:40:50,87.8,0.657,clear,ACTIVE
LOG000546,D041,DEL00091,2025-10-12 02:44:54,,0.904,clear,COMPLETED
LOG000547,D062,DEL00092,2026-01-06 15:27:09,84.4,0.853,cloudy,ACTIVE
LOG000548,D062,DEL00092,2026-01-06 15:30:38,81.98,0.652,cloudy,ACTIVE
LOG000549,D062,DEL00092,2026-01-06 15:34:07,79.56,0.832,cloudy,ACTIVE
LOG000550,D062,DEL00092,2026-01-06 15:37:36,77.15,0.908,cloudy,ACTIVE
LOG000551,D062,DEL00092,2026-01-06 15:41:05,74.73,0.898,cloudy,ACTIVE
LOG000552,D062,DEL00092,2026-01-06 15:44:35,72.31,0.825,cloudy,COMPLETED
LOG000553,D008,DEL00093,2026-01-07 14:39:08,84.15,0.744,windy,ACTIVE
LOG000554,D008,DEL00093,2026-01-07 14:43:25,82.14,0.682,windy,ACTIVE
LOG000555,D008,DEL00093,2026-01-07 14:47:42,80.13,0.819,windy,ACTIVE
LOG000556,D008,DEL00093,2026-01-07 14:51:59,78.13,0.82,windy,ACTIVE
LOG000557,D008,DEL00093,2026-01-07 14:56:16,76.12,0.755,windy,ACTIVE
LOG000558,D008,DEL00093,2026-01-07 15:00:33,74.11,0.908,windy,COMPLETED
LOG000559,D024,DEL00094,2025-10-14 07:19:57,86.32,0.658,clear,ACTIVE
LOG000560,D024,DEL00094,2025-10-14 07:21:15,85.59,,clear,ACTIVE
LOG000561,D024,DEL00094,2025-10-14 07:22:33,84.87,0.957,clear,ACTIVE
LOG000562,D024,DEL00094,2025-10-14 07:23:51,84.14,0.602,clear,ACTIVE
LOG000563,D024,DEL00094,2025-10-14 07:25:09,83.42,0.662,clear,ACTIVE
LOG000564,D024,DEL00094,2025-10-14 07:26:27,82.69,0.683,clear,COMPLETED
LOG000565,D087,DEL00095,2026-03-17 08:22:06,87.15,0.977,windy,ACTIVE
LOG000566,D087,DEL00095,2026-03-17 08:28:40,84.38,0.813,windy,ACTIVE
LOG000567,D087,DEL00095,2026-03-17 08:35:15,81.62,0.557,windy,ACTIVE
LOG000568,D087,DEL00095,2026-03-17 08:41:50,78.86,0.865,windy,ACTIVE
LOG000569,D087,DEL00095,2026-03-17 08:48:25,76.1,0.664,windy,ACTIVE
LOG000570,D087,DEL00095,2026-03-17 08:55:00,73.34,0.591,windy,COMPLETED
LOG000571,D016,DEL00096,2026-03-22 21:02:22,94.74,0.661,cloudy,ACTIVE
LOG000572,D016,DEL00096,2026-03-22 21:09:19,89.94,0.902,cloudy,ACTIVE
LOG000573,D016,DEL00096,2026-03-22 21:16:16,85.14,0.786,cloudy,ACTIVE
LOG000574,D016,DEL00096,2026-03-22 21:23:14,80.34,0.86,cloudy,ACTIVE
LOG000575,D016,DEL00096,2026-03-22 21:30:11,75.54,0.907,cloudy,ACTIVE
LOG000576,D016,DEL00096,2026-03-22 21:37:09,70.74,0.926,cloudy,COMPLETED
LOG000577,D075,DEL00097,2026-01-24 10:39:36,80.11,0.584,windy,ACTIVE
LOG000578,D075,DEL00097,2026-01-24 10:41:47,79.27,0.69,windy,ACTIVE
LOG000579,D075,DEL00097,2026-01-24 10:43:59,78.43,0.968,windy,ACTIVE
LOG000580,D075,DEL00097,2026-01-24 10:46:11,77.59,0.898,windy,ACTIVE
LOG000581,D075,DEL00097,2026-01-24 10:48:23,76.75,0.973,cloudy,ACTIVE
LOG000582,D075,DEL00097,2026-01-24 10:50:35,75.91,0.75,windy,COMPLETED
LOG000583,D011,DEL00098,2025-12-21 09:43:46,78.91,0.87,cloudy,ACTIVE
LOG000584,D011,DEL00098,2025-12-21 09:46:12,77.94,0.668,cloudy,ACTIVE
LOG000585,D011,DEL00098,2025-12-21 09:48:38,76.98,0.721,cloudy,ACTIVE
LOG000586,D011,DEL00098,2025-12-21 09:51:04,76.02,0.569,cloudy,ACTIVE
LOG000587,D011,DEL00098,2025-12-21 09:53:30,75.06,0.846,storm,ACTIVE
LOG000588,D011,DEL00098,2025-12-21 09:55:56,74.09,0.775,cloudy,COMPLETED
LOG000589,D067,DEL00099,2025-12-01 10:23:25,92.82,0.655,cloudy,ACTIVE
LOG000590,D067,DEL00099,2025-12-01 10:36:16,86.94,0.748,cloudy,ACTIVE
LOG000591,D067,DEL00099,2025-12-01 10:49:07,81.06,0.901,cloudy,ACTIVE
LOG000592,D067,DEL00099,2025-12-01 11:01:59,75.18,0.687,cloudy,ACTIVE
LOG000593,D067,DEL00099,2025-12-01 11:14:50,69.3,0.774,cloudy,ACTIVE
